id,term,types
TT_5cfcfb4b,2: symptomatic but in bed less than 50% of the day,Karnofsky score value specification
TT_3f3c582e,terms merged,obsolescence reason specification
TT_ebe87765,pN1c (colon),pathologic lymph node stage for colon and rectum according to AJCC 7th edition
TT_3b85bb65,cM1 (ovary),pathologic distant metastases stage for ovary according to AJCC 7th edition
TT_74c463fc,pending final vetting,curation status specification
TT_cd20bf04,Stage 1B (FIGO),International Federation of Gynecology and Obstetrics cervical cancer stage value specification
TT_9848d593,80-90: symptomatic but fully ambulatory,Karnofsky score value specification
TT_049df733,GenePattern module HierarchicalClustering,GenePattern software
TT_f404121d,Illumina,manufacturer
TT_d45eb816,Partec,manufacturer
TT_2fa33051,right handed,categorical label
TT_2cb446e6,ACS,organization
TT_eec8e57b,hour,time unit
TT_81deaaf0,Stage IIA (AJCC 7th),clinical tumor stage group according to AJCC 7th edition
TT_fafe3ddf,0: asymptomatic,Karnofsky score value specification
TT_afb73856,pM1 (colon),pathologic distant metastases stage for colon according to AJCC 7th edition
TT_3831734a,Stage 4 (FIGO),International Federation of Gynecology and Obstetrics cervical cancer stage value specification
TT_b1d25f4b,GenePattern module PeakMatch,GenePattern software
TT_e2231f84,GenePattern HierarchicalClusteringViewer data visualization,clustered data visualization
TT_b3dc9f32,microliters per minute,rate unit
TT_d7b3544b,pN1b (colon),pathologic lymph node stage for colon and rectum according to AJCC 7th edition
TT_d6dcaedc,AES Chemunex,manufacturer
TT_1be9b5b1,pN1 (lung),pathologic lymph node stage for lung according to AJCC 7th edition
TT_ea731405,GenePattern peak matching,GenePattern software
TT_fcf479b0,degree Fahrenheit,temperature unit
TT_ba88c0c2,Stage IB (FIGO),International Federation of Gynecology and Obstetrics cervical cancer stage value specification
TT_e5315cd9,Stage 2C (FIGO),International Federation of Gynecology and Obstetrics cervical cancer stage value specification
TT_ed4e48b5,G3 (WHO),histologic grade for ovarian tumor according to the World Health Organization
TT_f8bc4ca1,Dako Cytomation,manufacturer
TT_95daf138,G4: Undifferentiated,histologic grade according to AJCC 7th edition
TT_77002ba2,pT3 (ovary),pathologic primary tumor stage for ovary according to AJCC 7th edition
TT_a878ad94,G2 (Fuhrman),histologic grade according to the Fuhrman Nuclear Grading System
TT_cb7b354a,GenePattern SVM,GenePattern software
TT_4dc447c1,pN2 (colon),pathologic lymph node stage for colon and rectum according to AJCC 7th edition
TT_bb059332,GenePattern module PCA,GenePattern software
TT_f3dcf0ad,pM1b (colon),pathologic distant metastases stage for colon according to AJCC 7th edition
